"rules","support","confidence","coverage","lift","count"
"{85099F} => {22386}",0.0151957275780433,0.433962264150943,0.0350162418102736,9.36111235602564,276
"{22386} => {85099F}",0.0151957275780433,0.327790973871734,0.0463579805098277,9.36111235602563,276
"{85099F} => {85099B}",0.0216373947035181,0.617924528301887,0.0350162418102736,7.29737529749491,393
"{85099B} => {85099F}",0.0216373947035181,0.255526657997399,0.0846776413588064,7.29737529749491,393
"{22722} => {22720}",0.0160215823377195,0.45046439628483,0.0355668116500578,7.27916799797274,291
"{22720} => {22722}",0.0160215823377195,0.258896797153025,0.0618840499917414,7.27916799797274,291
"{21166} => {21175}",0.0159114683697627,0.484087102177554,0.0328690194351153,12.7797587744926,289
"{21175} => {21166}",0.0159114683697627,0.420058139534884,0.0378792049771514,12.7797587744926,289
"{20723} => {20724}",0.0160215823377195,0.6,0.0267026372295326,14.9284931506849,291
"{20724} => {20723}",0.0160215823377195,0.398630136986301,0.0401915983042449,14.9284931506849,291
"{21929} => {85099B}",0.0174530639211584,0.535472972972973,0.0325937345152233,6.32366424454363,317
"{85099B} => {21929}",0.0174530639211584,0.206111833550065,0.0846776413588064,6.32366424454363,317
"{23208} => {23206}",0.0165721521775037,0.505882352941176,0.0327589054671585,10.7465978672171,301
"{23206} => {23208}",0.0165721521775037,0.352046783625731,0.0470737213015471,10.7465978672171,301
"{23208} => {23209}",0.0175081209051368,0.534453781512605,0.0327589054671585,9.68790821717909,318
"{23209} => {23208}",0.0175081209051368,0.317365269461078,0.0551670979463745,9.68790821717909,318
"{22355} => {20724}",0.0159665253537411,0.503472222222222,0.0317128227715686,12.5268027016743,290
"{20724} => {22355}",0.0159665253537411,0.397260273972603,0.0401915983042449,12.5268027016743,290
"{23201} => {23203}",0.0158013544018059,0.39207650273224,0.0403017122722017,6.70554192008068,287
"{23203} => {23201}",0.0158013544018059,0.270244821092279,0.0584705169850796,6.70554192008068,287
"{23201} => {85099B}",0.0153608985299785,0.381147540983607,0.0403017122722017,4.50115915922318,279
"{85099B} => {23201}",0.0153608985299785,0.181404421326398,0.0846776413588064,4.50115915922318,279
"{22697} => {22699}",0.0293453724604966,0.780380673499268,0.0376039200572593,18.3601737989212,533
"{22699} => {22697}",0.0293453724604966,0.690414507772021,0.0425039916313384,18.3601737989212,533
"{22697} => {22423}",0.0195452293123383,0.519765739385066,0.0376039200572593,5.87096089829039,355
"{22423} => {22697}",0.0195452293123383,0.220771144278607,0.0885316302372956,5.87096089829039,355
"{22728} => {22726}",0.0186643175686836,0.556650246305419,0.0335297032428564,13.0964228285561,339
"{22726} => {22728}",0.0186643175686836,0.439119170984456,0.0425039916313384,13.0964228285561,339
"{22728} => {22727}",0.0213621097836261,0.637110016420361,0.0335297032428564,13.3623894090566,388
"{22727} => {22728}",0.0213621097836261,0.448036951501155,0.0476793481253097,13.3623894090566,388
"{23199} => {23206}",0.0160215823377195,0.416905444126074,0.0384297748169355,8.85643693761625,291
"{23206} => {23199}",0.0160215823377195,0.340350877192982,0.0470737213015471,8.85643693761625,291
"{23199} => {23203}",0.0175081209051368,0.455587392550143,0.0384297748169355,7.79174558464054,318
"{23203} => {23199}",0.0175081209051368,0.299435028248588,0.0584705169850796,7.79174558464054,318
"{23199} => {85099B}",0.0181688047128778,0.472779369627507,0.0384297748169355,5.58328458422914,330
"{85099B} => {23199}",0.0181688047128778,0.214564369310793,0.0846776413588064,5.58328458422914,330
"{23207} => {23206}",0.0165170951935253,0.469483568075117,0.0351814127622089,9.97336847596299,300
"{23206} => {23207}",0.0165170951935253,0.350877192982456,0.0470737213015471,9.97336847596299,300
"{22699} => {22423}",0.0219677366073886,0.516839378238342,0.0425039916313384,5.83790648441729,399
"{22423} => {22699}",0.0219677366073886,0.248134328358209,0.0885316302372956,5.83790648441729,399
"{82494L} => {82482}",0.0247756427902879,0.564617314930991,0.0438804162307989,12.1650584710458,450
"{82482} => {82494L}",0.0247756427902879,0.533807829181495,0.0464130374938061,12.1650584710458,450
"{22662} => {22382}",0.0193250013764246,0.587939698492462,0.0328690194351153,10.9413409259412,351
"{22382} => {22662}",0.0193250013764246,0.359631147540984,0.0537356163629356,10.9413409259412,351
"{22662} => {22383}",0.0164069812255685,0.499162479061977,0.0328690194351153,8.73438160616828,298
"{22383} => {22662}",0.0164069812255685,0.287090558766859,0.0571491493695975,8.73438160616828,298
"{22662} => {20725}",0.0165721521775037,0.504187604690117,0.0328690194351153,7.27945903337567,301
"{20725} => {22662}",0.0165721521775037,0.239268680445151,0.0692616858448494,7.27945903337568,301
"{22386} => {85099B}",0.0285195177008203,0.61520190023753,0.0463579805098277,7.26522244084152,518
"{85099B} => {22386}",0.0285195177008203,0.336801040312094,0.0846776413588064,7.26522244084152,518
"{23202} => {23203}",0.0222430215272807,0.540106951871658,0.0411826240158564,9.23725288780124,404
"{23203} => {23202}",0.0222430215272807,0.380414312617702,0.0584705169850796,9.23725288780124,404
"{23202} => {85099B}",0.0177283488410505,0.43048128342246,0.0411826240158564,5.0837656377127,322
"{85099B} => {23202}",0.0177283488410505,0.209362808842653,0.0846776413588064,5.0837656377127,322
"{22630} => {22629}",0.0222980785112592,0.682967959527825,0.0326487914992017,17.822912426586,405
"{22629} => {22630}",0.0222980785112592,0.581896551724138,0.0383196608489787,17.822912426586,405
"{22554} => {22551}",0.0159114683697627,0.496563573883162,0.0320431646754391,15.6581322785414,289
"{22551} => {22554}",0.0159114683697627,0.501736111111111,0.0317128227715686,15.6581322785414,289
"{21931} => {85099B}",0.0225733634311512,0.54089709762533,0.0417331938556406,6.38772040583151,410
"{85099B} => {21931}",0.0225733634311512,0.266579973992198,0.0846776413588064,6.38772040583151,410
"{22910} => {22086}",0.024390243902439,0.645772594752187,0.0377690910091945,12.2561835302863,443
"{22086} => {22910}",0.024390243902439,0.462904911180773,0.0526895336673457,12.2561835302863,443
"{22726} => {22727}",0.0286296316687772,0.673575129533679,0.0425039916313384,14.1271883114552,520
"{22727} => {22726}",0.0286296316687772,0.600461893764434,0.0476793481253097,14.1271883114552,520
"{22470} => {22469}",0.0222430215272807,0.506265664160401,0.0439354732147773,9.59843763898263,404
"{22469} => {22470}",0.0222430215272807,0.421711899791232,0.0527445906513241,9.59843763898263,404
"{22470} => {85123A}",0.0155811264658922,0.354636591478697,0.0439354732147773,3.3530788188587,283
"{85123A} => {22470}",0.0155811264658922,0.147319104633004,0.10576446622254,3.3530788188587,283
"{21733} => {85123A}",0.0245554148543743,0.661721068249258,0.0371084072014535,6.25655375461285,446
"{85123A} => {21733}",0.0245554148543743,0.232170744403956,0.10576446622254,6.25655375461285,446
"{22411} => {85099B}",0.0212519958156692,0.495507060333761,0.0428893905191874,5.85168708507289,386
"{85099B} => {22411}",0.0212519958156692,0.250975292587776,0.0846776413588064,5.85168708507289,386
"{21977} => {84991}",0.015030556626108,0.416793893129771,0.0360623245058636,11.6107783449632,273
"{84991} => {21977}",0.015030556626108,0.418711656441718,0.0358971535539283,11.6107783449632,273
"{21977} => {21212}",0.018058690744921,0.500763358778626,0.0360623245058636,8.89087476588092,328
"{21212} => {21977}",0.018058690744921,0.320625610948192,0.0563232946099213,8.89087476588092,328
"{23300} => {23301}",0.0252711556460937,0.728571428571429,0.0346858999064031,17.6205630587788,459
"{23301} => {23300}",0.0252711556460937,0.611185086551265,0.0413477949677917,17.6205630587788,459
"{84991} => {21212}",0.0179485767769642,0.5,0.0358971535539283,8.87732160312805,326
"{21212} => {84991}",0.0179485767769642,0.318670576735093,0.0563232946099213,8.87732160312805,326
"{23206} => {20726}",0.0158564113857843,0.336842105263158,0.0470737213015471,7.58124307050153,288
"{20726} => {23206}",0.0158564113857843,0.356877323420074,0.0444309860705831,7.58124307050153,288
"{23206} => {22384}",0.0157462974178275,0.334502923976608,0.0470737213015471,6.63272555478945,286
"{22384} => {23206}",0.0157462974178275,0.312227074235808,0.0504321973242306,6.63272555478945,286
"{23206} => {23209}",0.0207564829598635,0.44093567251462,0.0470737213015471,7.99272916155992,377
"{23209} => {23206}",0.0207564829598635,0.37624750499002,0.0551670979463745,7.99272916155992,377
"{23206} => {20728}",0.0158564113857843,0.336842105263158,0.0470737213015471,6.39964765470161,288
"{20728} => {23206}",0.0158564113857843,0.301255230125523,0.0526344766833673,6.39964765470161,288
"{23206} => {20727}",0.0175081209051368,0.371929824561403,0.0470737213015471,6.52691923044326,318
"{20727} => {23206}",0.0175081209051368,0.307246376811594,0.0569839784176623,6.52691923044326,318
"{23206} => {22382}",0.0165170951935253,0.350877192982456,0.0470737213015471,6.52969513948806,300
"{22382} => {23206}",0.0165170951935253,0.307377049180328,0.0537356163629356,6.52969513948806,300
"{23206} => {22383}",0.0196002862963167,0.416374269005848,0.0470737213015471,7.28574744504163,356
"{22383} => {23206}",0.0196002862963167,0.342967244701349,0.0571491493695975,7.28574744504163,356
"{23206} => {20725}",0.0205913120079282,0.437426900584795,0.0470737213015471,6.31556819977873,374
"{20725} => {23206}",0.0205913120079282,0.297297297297297,0.0692616858448494,6.31556819977873,374
"{82482} => {85123A}",0.0161316963056764,0.347568208778173,0.0464130374938061,3.28624746279956,293
"{85123A} => {82482}",0.0161316963056764,0.152524726704841,0.10576446622254,3.28624746279956,293
"{22961} => {22960}",0.0164620382095469,0.349299065420561,0.0471287782855255,7.37711502934145,299
"{22960} => {22961}",0.0164620382095469,0.347674418604651,0.0473490062214392,7.37711502934145,299
"{20726} => {22384}",0.0170126080493311,0.382899628252788,0.0444309860705831,7.5923645720037,309
"{22384} => {20726}",0.0170126080493311,0.337336244541485,0.0504321973242306,7.5923645720037,309
"{20726} => {20728}",0.0194901723283599,0.438661710037175,0.0444309860705831,8.33411363954519,354
"{20728} => {20726}",0.0194901723283599,0.370292887029289,0.0526344766833673,8.33411363954519,354
"{20726} => {20727}",0.0184991466167483,0.41635687732342,0.0444309860705831,7.30656035055583,336
"{20727} => {20726}",0.0184991466167483,0.32463768115942,0.0569839784176623,7.30656035055582,336
"{20726} => {22382}",0.0218576226394318,0.491945477075589,0.0444309860705831,9.15492387307778,397
"{22382} => {20726}",0.0218576226394318,0.406762295081967,0.0537356163629356,9.15492387307778,397
"{20726} => {22383}",0.0197654572482519,0.444857496902107,0.0444309860705831,7.78414905224755,359
"{22383} => {20726}",0.0197654572482519,0.345857418111753,0.0571491493695975,7.78414905224755,359
"{20726} => {20725}",0.0231239332709354,0.520446096654275,0.0444309860705831,7.51419908865787,420
"{20725} => {20726}",0.0231239332709354,0.333863275039746,0.0692616858448494,7.51419908865787,420
"{23298} => {47566}",0.0210317678797555,0.380099502487562,0.0553322688983097,5.11010160154078,382
"{47566} => {23298}",0.0210317678797555,0.282753515914138,0.0743819853548423,5.11010160154078,382
"{23203} => {23209}",0.0241149589825469,0.412429378531073,0.0584705169850796,7.47600279666655,438
"{23209} => {23203}",0.0241149589825469,0.437125748502994,0.0551670979463745,7.47600279666655,438
"{23203} => {85099B}",0.0248857567582448,0.425612052730697,0.0584705169850796,5.02626249268377,452
"{85099B} => {23203}",0.0248857567582448,0.293888166449935,0.0846776413588064,5.02626249268378,452
"{22384} => {23209}",0.0169024940813742,0.335152838427948,0.0504321973242306,6.07523054328025,307
"{23209} => {22384}",0.0169024940813742,0.306387225548902,0.0551670979463745,6.07523054328025,307
"{22384} => {20728}",0.0232891042228707,0.4617903930131,0.0504321973242306,8.77353442290475,423
"{20728} => {22384}",0.0232891042228707,0.442468619246862,0.0526344766833673,8.77353442290475,423
"{22384} => {20727}",0.0251059846941585,0.497816593886463,0.0504321973242306,8.73607999493703,456
"{20727} => {22384}",0.0251059846941585,0.440579710144928,0.0569839784176623,8.73607999493703,456
"{22384} => {22382}",0.0198755712162088,0.39410480349345,0.0504321973242306,7.33414502648722,361
"{22382} => {22384}",0.0198755712162088,0.369877049180328,0.0537356163629356,7.33414502648722,361
"{22384} => {22383}",0.0218025656554534,0.432314410480349,0.0504321973242306,7.56466920766338,396
"{22383} => {22384}",0.0218025656554534,0.38150289017341,0.0571491493695975,7.56466920766338,396
"{22384} => {20725}",0.0279138908770578,0.553493449781659,0.0504321973242306,7.99133666803202,507
"{20725} => {22384}",0.0279138908770578,0.40302066772655,0.0692616858448494,7.99133666803202,507
"{23209} => {20727}",0.0182789186808347,0.331337325349301,0.0551670979463745,5.81456989402837,332
"{20727} => {23209}",0.0182789186808347,0.320772946859903,0.0569839784176623,5.81456989402837,332
"{23209} => {22382}",0.0166822661454606,0.302395209580838,0.0551670979463745,5.62746331108275,303
"{22382} => {23209}",0.0166822661454606,0.310450819672131,0.0537356163629356,5.62746331108275,303
"{23209} => {22383}",0.0180036337609426,0.326347305389222,0.0551670979463745,5.71044904410832,327
"{22383} => {23209}",0.0180036337609426,0.315028901734104,0.0571491493695975,5.71044904410831,327
"{23209} => {20725}",0.0225733634311512,0.409181636726547,0.0551670979463745,5.9077631700034,410
"{20725} => {23209}",0.0225733634311512,0.325914149443561,0.0692616858448494,5.9077631700034,410
"{20728} => {20727}",0.0227385343830865,0.432008368200837,0.0526344766833673,7.58122511268773,413
"{20727} => {20728}",0.0227385343830865,0.399033816425121,0.0569839784176623,7.58122511268773,413
"{20728} => {22382}",0.0212519958156692,0.403765690376569,0.0526344766833673,7.51393056794019,386
"{22382} => {20728}",0.0212519958156692,0.395491803278689,0.0537356163629356,7.51393056794019,386
"{20728} => {22383}",0.0247205858063095,0.469665271966527,0.0526344766833673,8.21823731669367,449
"{22383} => {20728}",0.0247205858063095,0.432562620423892,0.0571491493695975,8.21823731669367,449
"{20728} => {20725}",0.0245003578703959,0.465481171548117,0.0526344766833673,6.7206156747444,445
"{20725} => {20728}",0.0245003578703959,0.353736089030207,0.0692616858448494,6.7206156747444,445
"{20727} => {22382}",0.0226284204151297,0.397101449275362,0.0569839784176623,7.38991149916845,411
"{22382} => {20727}",0.0226284204151297,0.421106557377049,0.0537356163629356,7.38991149916845,411
"{20727} => {22383}",0.0252711556460937,0.443478260869565,0.0569839784176623,7.76001507916562,459
"{22383} => {20727}",0.0252711556460937,0.442196531791907,0.0571491493695975,7.76001507916562,459
"{20727} => {20725}",0.027418378021252,0.481159420289855,0.0569839784176623,6.94697818022626,498
"{20725} => {20727}",0.027418378021252,0.395866454689984,0.0692616858448494,6.94697818022626,498
"{22382} => {22383}",0.0242801299344822,0.451844262295082,0.0537356163629356,7.90640398464891,441
"{22383} => {22382}",0.0242801299344822,0.42485549132948,0.0571491493695975,7.90640398464891,441
"{22382} => {20725}",0.0248857567582448,0.463114754098361,0.0537356163629356,6.68644934712919,452
"{20725} => {22382}",0.0248857567582448,0.359300476947536,0.0692616858448494,6.68644934712919,452
"{22383} => {20725}",0.0279138908770578,0.488439306358382,0.0571491493695975,7.05208515213616,507
"{20725} => {22383}",0.0279138908770578,0.40302066772655,0.0692616858448494,7.05208515213616,507
"{85099B} => {20725}",0.0221329075593239,0.261378413524057,0.0846776413588064,3.7737807033684,402
"{20725} => {85099B}",0.0221329075593239,0.319554848966614,0.0692616858448494,3.7737807033684,402
"{22697,22698} => {22699}",0.0202059131200793,0.835990888382688,0.0241700159665254,19.6685265617808,367
"{22698,22699} => {22697}",0.0202059131200793,0.886473429951691,0.0227935913670649,23.5739632623903,367
"{22697,22699} => {22698}",0.0202059131200793,0.688555347091932,0.0293453724604966,23.376132278936,367
"{22697,22699} => {22423}",0.0164069812255685,0.559099437148218,0.0293453724604966,6.31525066972828,298
"{22423,22697} => {22699}",0.0164069812255685,0.83943661971831,0.0195452293123383,19.7495949792016,298
"{22423,22699} => {22697}",0.0164069812255685,0.746867167919799,0.0219677366073887,19.8614178198057,298
"{20727,22384} => {20725}",0.0164069812255685,0.653508771929825,0.0251059846941585,9.43535757119349,298
"{20725,22384} => {20727}",0.0164069812255685,0.587771203155819,0.0279138908770578,10.3146747467818,298
"{20725,20727} => {22384}",0.0164069812255685,0.598393574297189,0.027418378021252,11.8653083951527,298
"{22383,22384} => {20725}",0.0151406705940649,0.694444444444444,0.0218025656554534,10.0263866807984,275
"{20725,22384} => {22383}",0.0151406705940649,0.542406311637081,0.0279138908770578,9.49106535478256,275
"{20725,22383} => {22384}",0.0151406705940649,0.542406311637081,0.0279138908770578,10.7551592120789,275
