"","rules","support","confidence","coverage","lift","count"
"36","{ROSES REGENCY TEACUP AND SAUCER  (22699)} => {REGENCY TEAPOT ROSES  (23173)}",0.0102405990199857,0.240932642487047,0.0425039916313384,12.3967693640006,186
"37","{REGENCY TEAPOT ROSES  (23173)} => {REGENCY CAKESTAND 3 TIER (22423)}",0.0100754280680504,0.518413597733711,0.0194351153443814,5.85568792017251,183
"38","{REGENCY CAKESTAND 3 TIER (22423)} => {REGENCY TEAPOT ROSES  (23173)}",0.0100754280680504,0.113805970149254,0.0885316302372956,5.85568792017251,183
"39","{ALARM CLOCK BAKELIKE CHOCOLATE (22725)} => {ALARM CLOCK BAKELIKE GREEN (22726)}",0.0113967956835325,0.650943396226415,0.0175081209051368,15.3148768208036,207
"40","{ALARM CLOCK BAKELIKE GREEN (22726)} => {ALARM CLOCK BAKELIKE CHOCOLATE (22725)}",0.0113967956835325,0.268134715025907,0.0425039916313384,15.3148768208036,207
"41","{ALARM CLOCK BAKELIKE CHOCOLATE (22725)} => {ALARM CLOCK BAKELIKE RED  (22727)}",0.0120574794912735,0.688679245283019,0.0175081209051368,14.4439735936206,219
"42","{ALARM CLOCK BAKELIKE RED  (22727)} => {ALARM CLOCK BAKELIKE CHOCOLATE (22725)}",0.0120574794912735,0.252886836027714,0.0476793481253097,14.4439735936206,219
"43","{IVORY DINER WALL CLOCK (22191)} => {RED DINER WALL CLOCK (22193)}",0.0105158839398778,0.501312335958005,0.0209767108957771,22.3718328206517,191
"44","{RED DINER WALL CLOCK (22193)} => {IVORY DINER WALL CLOCK (22191)}",0.0105158839398778,0.469287469287469,0.022408192479216,22.3718328206517,191
"45","{RED STRIPE CERAMIC DRAWER KNOB (21668)} => {BLUE STRIPE CERAMIC DRAWER KNOB (21669)}",0.0112316247315972,0.625766871165644,0.0179485767769642,33.1364538804128,204
"46","{BLUE STRIPE CERAMIC DRAWER KNOB (21669)} => {RED STRIPE CERAMIC DRAWER KNOB (21668)}",0.0112316247315972,0.594752186588921,0.0188845455045973,33.1364538804128,204
"47","{ALARM CLOCK BAKELIKE ORANGE (22729)} => {ALARM CLOCK BAKELIKE GREEN (22726)}",0.0118923085393382,0.610169491525424,0.0194901723283599,14.3555809256169,216
"48","{ALARM CLOCK BAKELIKE GREEN (22726)} => {ALARM CLOCK BAKELIKE ORANGE (22729)}",0.0118923085393382,0.27979274611399,0.0425039916313384,14.3555809256169,216
"49","{ALARM CLOCK BAKELIKE ORANGE (22729)} => {ALARM CLOCK BAKELIKE RED  (22727)}",0.0131586191708418,0.675141242937853,0.0194901723283598,14.160035098707,239
"50","{ALARM CLOCK BAKELIKE RED  (22727)} => {ALARM CLOCK BAKELIKE ORANGE (22729)}",0.0131586191708418,0.275981524249423,0.0476793481253097,14.160035098707,239
"51","{REGENCY TEA PLATE ROSES  (23170)} => {ROSES REGENCY TEACUP AND SAUCER  (22699)}",0.0102956560039641,0.578947368421053,0.0177834058250289,13.6210117262067,187
"52","{ROSES REGENCY TEACUP AND SAUCER  (22699)} => {REGENCY TEA PLATE ROSES  (23170)}",0.0102956560039641,0.242227979274611,0.0425039916313384,13.6210117262067,187
"53","{POPPY'S PLAYHOUSE LIVINGROOM  (22746)} => {POPPY'S PLAYHOUSE BEDROOM  (22745)}",0.0111215107636404,0.811244979919679,0.013709189010626,47.0755353683103,202
"54","{POPPY'S PLAYHOUSE BEDROOM  (22745)} => {POPPY'S PLAYHOUSE LIVINGROOM  (22746)}",0.0111215107636404,0.645367412140575,0.0172328359852447,47.0755353683103,202
"55","{POPPY'S PLAYHOUSE LIVINGROOM  (22746)} => {POPPY'S PLAYHOUSE KITCHEN (22748)}",0.011727137587403,0.855421686746988,0.013709189010626,45.5631205172597,213
"56","{POPPY'S PLAYHOUSE KITCHEN (22748)} => {POPPY'S PLAYHOUSE LIVINGROOM  (22746)}",0.011727137587403,0.624633431085044,0.0187744315366404,45.5631205172597,213
"57","{PAINTED METAL PEARS ASSORTED (21136)} => {ASSORTED COLOUR BIRD ORNAMENT (84879)}",0.0139294169465397,0.720797720797721,0.0193250013764246,9.57706583968471,253
"58","{ASSORTED COLOUR BIRD ORNAMENT (84879)} => {PAINTED METAL PEARS ASSORTED (21136)}",0.0139294169465397,0.185076810534016,0.0752628970984969,9.57706583968471,253
"59","{TOILET METAL SIGN (82581)} => {BATHROOM METAL SIGN (82580)}",0.011341738699554,0.725352112676056,0.0156361834498706,36.8004760406011,206
"60","{BATHROOM METAL SIGN (82580)} => {TOILET METAL SIGN (82581)}",0.011341738699554,0.575418994413408,0.0197104002642735,36.8004760406011,206
"61","{LADIES & GENTLEMEN METAL SIGN (85150)} => {PLEASE ONE PERSON METAL SIGN (21181)}",0.010020371084072,0.49591280653951,0.0202059131200793,13.0919539319435,182
"62","{PLEASE ONE PERSON METAL SIGN (21181)} => {LADIES & GENTLEMEN METAL SIGN (85150)}",0.010020371084072,0.26453488372093,0.0378792049771514,13.0919539319435,182
"63","{HAND WARMER RED RETROSPOT (22632)} => {HAND WARMER OWL DESIGN (22865)}",0.0101304850520288,0.539589442815249,0.0187744315366404,17.5323131482171,184
"64","{HAND WARMER OWL DESIGN (22865)} => {HAND WARMER RED RETROSPOT (22632)}",0.0101304850520288,0.329159212880143,0.0307768540439355,17.5323131482171,184
"65","{SET OF 12 MINI LOAF BAKING CASES (23295)} => {SET OF 12 FAIRY CAKE BAKING CASES (23293)}",0.0134889610747123,0.684357541899441,0.0197104002642735,26.9630933481986,245
"66","{SET OF 12 FAIRY CAKE BAKING CASES (23293)} => {SET OF 12 MINI LOAF BAKING CASES (23295)}",0.0134889610747123,0.531453362255965,0.0253812696140505,26.9630933481986,245
"67","{CANDLEHOLDER PINK HANGING HEART (22804)} => {WHITE HANGING HEART T-LIGHT HOLDER (85123A)}",0.0133788471067555,0.716814159292035,0.0186643175686836,6.80224429217411,243
"68","{WHITE HANGING HEART T-LIGHT HOLDER (85123A)} => {CANDLEHOLDER PINK HANGING HEART (22804)}",0.0133788471067555,0.126959247648903,0.105379067334691,6.80224429217411,243
"69","{CHARLOTTE BAG DOLLY GIRL DESIGN (22661)} => {RED RETROSPOT CHARLOTTE BAG (20724)}",0.0103507129879425,0.554572271386431,0.0186643175686836,13.7982139249202,188
"70","{RED RETROSPOT CHARLOTTE BAG (20724)} => {CHARLOTTE BAG DOLLY GIRL DESIGN (22661)}",0.0103507129879425,0.257534246575342,0.0401915983042449,13.7982139249202,188
"71","{WOODEN TREE CHRISTMAS SCANDINAVIAN (22579)} => {WOODEN STAR CHRISTMAS SCANDINAVIAN (22578)}",0.0124428783791224,0.818840579710145,0.0151957275780433,34.3478093516752,226
"72","{WOODEN STAR CHRISTMAS SCANDINAVIAN (22578)} => {WOODEN TREE CHRISTMAS SCANDINAVIAN (22579)}",0.0124428783791224,0.521939953810624,0.0238396740626549,34.3478093516752,226
"73","{WOODEN TREE CHRISTMAS SCANDINAVIAN (22579)} => {WOODEN HEART CHRISTMAS SCANDINAVIAN (22577)}",0.0110113967956835,0.72463768115942,0.0151957275780433,28.4267693367139,200
"74","{WOODEN HEART CHRISTMAS SCANDINAVIAN (22577)} => {WOODEN TREE CHRISTMAS SCANDINAVIAN (22579)}",0.0110113967956835,0.431965442764579,0.0254913835820074,28.4267693367139,200
"75","{SET/6 RED SPOTTY PAPER PLATES (21094)} => {SET/20 RED RETROSPOT PAPER NAPKINS  (21080)}",0.0126080493310576,0.704615384615385,0.0178935197929857,17.5074271282753,229
"76","{SET/20 RED RETROSPOT PAPER NAPKINS  (21080)} => {SET/6 RED SPOTTY PAPER PLATES (21094)}",0.0126080493310576,0.313269493844049,0.0402466552882233,17.5074271282753,229
"77","{SET OF TEA COFFEE SUGAR TINS PANTRY (23243)} => {SET OF 3 CAKE TINS PANTRY DESIGN  (22720)}",0.0113967956835325,0.547619047619048,0.0208115399438419,8.84911455685477,207
"78","{SET OF 3 CAKE TINS PANTRY DESIGN  (22720)} => {SET OF TEA COFFEE SUGAR TINS PANTRY (23243)}",0.0113967956835325,0.184163701067616,0.0618840499917415,8.84911455685477,207
"79","{PINK VINTAGE PAISLEY PICNIC BAG (21933)} => {SCANDINAVIAN PAISLEY PICNIC BAG (21932)}",0.0109563398117051,0.705673758865248,0.0155260694819138,40.305510950533,199
"80","{SCANDINAVIAN PAISLEY PICNIC BAG (21932)} => {PINK VINTAGE PAISLEY PICNIC BAG (21933)}",0.0109563398117051,0.625786163522013,0.0175081209051368,40.305510950533,199
"81","{LUNCH BAG DOILEY PATTERN  (23209)} => {LUNCH BAG APPLE DESIGN (23206)}",0.0105158839398778,0.412526997840173,0.0254913835820074,8.76342439973223,191
"82","{LUNCH BAG APPLE DESIGN (23206)} => {LUNCH BAG DOILEY PATTERN  (23209)}",0.0105158839398778,0.223391812865497,0.0470737213015471,8.76342439973223,191
"83","{POPPY'S PLAYHOUSE BEDROOM  (22745)} => {POPPY'S PLAYHOUSE KITCHEN (22748)}",0.013709189010626,0.795527156549521,0.0172328359852447,42.3729024762726,249
"84","{POPPY'S PLAYHOUSE KITCHEN (22748)} => {POPPY'S PLAYHOUSE BEDROOM  (22745)}",0.013709189010626,0.730205278592375,0.0187744315366404,42.3729024762726,249
"85","{CHARLOTTE BAG APPLES DESIGN (23204)} => {RED RETROSPOT CHARLOTTE BAG (20724)}",0.011341738699554,0.492822966507177,0.0230138193029786,12.261840466671,206
"86","{RED RETROSPOT CHARLOTTE BAG (20724)} => {CHARLOTTE BAG APPLES DESIGN (23204)}",0.011341738699554,0.282191780821918,0.0401915983042449,12.261840466671,206
"87","{JUMBO BAG OWLS (20713)} => {JUMBO BAG RED RETROSPOT (85099B)}",0.0104057699719209,0.46551724137931,0.0223531354952376,5.49752253262186,189
"88","{JUMBO BAG RED RETROSPOT (85099B)} => {JUMBO BAG OWLS (20713)}",0.0104057699719209,0.122886866059818,0.0846776413588064,5.49752253262186,189
"89","{RED KITCHEN SCALES (22625)} => {IVORY KITCHEN SCALES (22624)}",0.0143148158343886,0.586907449209932,0.024390243902439,17.2771474878444,260
"90","{IVORY KITCHEN SCALES (22624)} => {RED KITCHEN SCALES (22625)}",0.0143148158343886,0.421393841166937,0.0339701591146837,17.2771474878444,260
"91","{JUMBO BAG VINTAGE CHRISTMAS  (23343)} => {JUMBO BAG 50'S CHRISTMAS  (23344)}",0.0132136761548202,0.633245382585752,0.0208665969278203,20.002845015487,240
"92","{JUMBO BAG 50'S CHRISTMAS  (23344)} => {JUMBO BAG VINTAGE CHRISTMAS  (23343)}",0.0132136761548202,0.417391304347826,0.0316577657875902,20.002845015487,240
"93","{ALARM CLOCK BAKELIKE IVORY (22730)} => {ALARM CLOCK BAKELIKE PINK (22728)}",0.0127732202829929,0.502164502164502,0.025436326598029,14.9767058338487,232
"94","{ALARM CLOCK BAKELIKE PINK (22728)} => {ALARM CLOCK BAKELIKE IVORY (22730)}",0.0127732202829929,0.380952380952381,0.0335297032428564,14.9767058338487,232
"95","{ALARM CLOCK BAKELIKE IVORY (22730)} => {ALARM CLOCK BAKELIKE GREEN (22726)}",0.0149754996421296,0.588744588744589,0.025436326598029,13.8515129085077,272
"96","{ALARM CLOCK BAKELIKE GREEN (22726)} => {ALARM CLOCK BAKELIKE IVORY (22730)}",0.0149754996421296,0.352331606217617,0.0425039916313384,13.8515129085077,272
"97","{ALARM CLOCK BAKELIKE IVORY (22730)} => {ALARM CLOCK BAKELIKE RED  (22727)}",0.0166822661454606,0.655844155844156,0.025436326598029,13.7553087789808,303
"98","{ALARM CLOCK BAKELIKE RED  (22727)} => {ALARM CLOCK BAKELIKE IVORY (22730)}",0.0166822661454606,0.349884526558891,0.0476793481253097,13.7553087789808,303
"99","{HAND WARMER RED LOVE HEART (23439)} => {HAND WARMER OWL DESIGN (22865)}",0.0111215107636404,0.544474393530997,0.0204261410559929,17.6910347221887,202
"100","{HAND WARMER OWL DESIGN (22865)} => {HAND WARMER RED LOVE HEART (23439)}",0.0111215107636404,0.361359570661896,0.0307768540439355,17.6910347221887,202
"101","{FELTCRAFT PRINCESS CHARLOTTE DOLL (22749)} => {FELTCRAFT PRINCESS LOLA DOLL (22750)}",0.0131035621868634,0.593516209476309,0.0220778505753455,28.594257062913,238
"102","{FELTCRAFT PRINCESS LOLA DOLL (22750)} => {FELTCRAFT PRINCESS CHARLOTTE DOLL (22749)}",0.0131035621868634,0.631299734748011,0.0207564829598635,28.594257062913,238
"103","{CHRISTMAS CRAFT WHITE FAIRY  (22142)} => {CHRISTMAS CRAFT LITTLE FRIENDS (22144)}",0.0111765677476188,0.632398753894081,0.0176732918570721,27.3482346832814,203
"104","{CHRISTMAS CRAFT LITTLE FRIENDS (22144)} => {CHRISTMAS CRAFT WHITE FAIRY  (22142)}",0.0111765677476188,0.483333333333333,0.0231239332709354,27.3482346832814,203
"105","{JUMBO BAG SCANDINAVIAN BLUE PAISLEY (21928)} => {JUMBO BAG PINK VINTAGE PAISLEY (21929)}",0.0127732202829929,0.530892448512586,0.0240599019985685,16.2881749025914,232
"106","{JUMBO BAG PINK VINTAGE PAISLEY (21929)} => {JUMBO BAG SCANDINAVIAN BLUE PAISLEY (21928)}",0.0127732202829929,0.391891891891892,0.0325937345152233,16.2881749025914,232
"107","{JUMBO BAG SCANDINAVIAN BLUE PAISLEY (21928)} => {JUMBO SHOPPER VINTAGE RED PAISLEY (22411)}",0.0104608269558994,0.434782608695652,0.0240599019985685,10.137299771167,190
"108","{JUMBO SHOPPER VINTAGE RED PAISLEY (22411)} => {JUMBO BAG SCANDINAVIAN BLUE PAISLEY (21928)}",0.0104608269558994,0.24390243902439,0.0428893905191874,10.137299771167,190
"109","{JUMBO BAG SCANDINAVIAN BLUE PAISLEY (21928)} => {JUMBO BAG RED RETROSPOT (85099B)}",0.0140945878984749,0.585812356979405,0.0240599019985685,6.91814683993299,256
"110","{JUMBO BAG RED RETROSPOT (85099B)} => {JUMBO BAG SCANDINAVIAN BLUE PAISLEY (21928)}",0.0140945878984749,0.166449934980494,0.0846776413588064,6.91814683993299,256
"111","{HAND WARMER UNION JACK (22633)} => {HAND WARMER SCOTTY DOG DESIGN (22866)}",0.0103507129879425,0.430205949656751,0.0240599019985685,16.625171624714,188
"112","{HAND WARMER SCOTTY DOG DESIGN (22866)} => {HAND WARMER UNION JACK (22633)}",0.0103507129879425,0.4,0.0258767824698563,16.625171624714,188
"113","{HAND WARMER UNION JACK (22633)} => {HAND WARMER OWL DESIGN (22865)}",0.0110113967956835,0.45766590389016,0.0240599019985685,14.8704576249678,200
"114","{HAND WARMER OWL DESIGN (22865)} => {HAND WARMER UNION JACK (22633)}",0.0110113967956835,0.35778175313059,0.0307768540439355,14.8704576249678,200
"115","{SMALL MARSHMALLOWS PINK BOWL (84596F)} => {SMALL DOLLY MIX DESIGN ORANGE BOWL (84596B)}",0.0122777074271871,0.77972027972028,0.0157462974178275,39.4486335391628,223
"116","{SMALL DOLLY MIX DESIGN ORANGE BOWL (84596B)} => {SMALL MARSHMALLOWS PINK BOWL (84596F)}",0.0122777074271871,0.62116991643454,0.0197654572482519,39.4486335391628,223
"117","{CHRISTMAS CRAFT TREE TOP ANGEL (22141)} => {CHRISTMAS CRAFT LITTLE FRIENDS (22144)}",0.0108462258437483,0.566091954022989,0.0191598304244893,24.4807813355227,197
"118","{CHRISTMAS CRAFT LITTLE FRIENDS (22144)} => {CHRISTMAS CRAFT TREE TOP ANGEL (22141)}",0.0108462258437483,0.469047619047619,0.0231239332709354,24.4807813355227,197
"119","{BAKING SET SPACEBOY DESIGN (22617)} => {BAKING SET 9 PIECE RETROSPOT  (22138)}",0.0167923801134174,0.731414868105516,0.0229587623190002,15.8528499396187,305
"120","{BAKING SET 9 PIECE RETROSPOT  (22138)} => {BAKING SET SPACEBOY DESIGN (22617)}",0.0167923801134174,0.363961813842482,0.046137752573914,15.8528499396187,305
"121","{STRAWBERRY CERAMIC TRINKET BOX (21232)} => {SWEETHEART CERAMIC TRINKET BOX (21231)}",0.0109012828277267,0.397590361445783,0.027418378021252,19.5173884728102,198
"122","{SWEETHEART CERAMIC TRINKET BOX (21231)} => {STRAWBERRY CERAMIC TRINKET BOX (21232)}",0.0109012828277267,0.535135135135135,0.0203710840720145,19.5173884728102,198
"123","{JUMBO BAG PEARS (23200)} => {JUMBO BAG APPLES (23199)}",0.0167923801134174,0.651709401709402,0.0257666685018995,16.9584496608136,305
"124","{JUMBO BAG APPLES (23199)} => {JUMBO BAG PEARS (23200)}",0.0167923801134174,0.436962750716332,0.0384297748169355,16.9584496608136,305
"125","{JUMBO BAG PEARS (23200)} => {JUMBO BAG VINTAGE LEAF (23202)}",0.0128833342509497,0.5,0.0257666685018995,12.1410427807487,234
"126","{JUMBO BAG VINTAGE LEAF (23202)} => {JUMBO BAG PEARS (23200)}",0.0128833342509497,0.31283422459893,0.0411826240158564,12.1410427807487,234
"127","{JUMBO BAG PEARS (23200)} => {JUMBO BAG RED RETROSPOT (85099B)}",0.0107911688597699,0.418803418803419,0.0257666685018995,4.94585597901593,196
"128","{JUMBO BAG RED RETROSPOT (85099B)} => {JUMBO BAG PEARS (23200)}",0.0107911688597699,0.127438231469441,0.0846776413588064,4.94585597901593,196
"129","{JUMBO BAG SPACEBOY DESIGN (22385)} => {JUMBO BAG PINK POLKADOT (22386)}",0.0108462258437483,0.418259023354565,0.0259318394538347,9.02237368312228,197
"130","{JUMBO BAG PINK POLKADOT (22386)} => {JUMBO BAG SPACEBOY DESIGN (22385)}",0.0108462258437483,0.23396674584323,0.0463579805098277,9.02237368312228,197
"131","{JUMBO BAG SPACEBOY DESIGN (22385)} => {JUMBO STORAGE BAG SUKI (21931)}",0.0107361118757914,0.414012738853503,0.0259318394538347,9.92046619498177,195
"132","{JUMBO STORAGE BAG SUKI (21931)} => {JUMBO BAG SPACEBOY DESIGN (22385)}",0.0107361118757914,0.257255936675462,0.0417331938556406,9.92046619498177,195
"133","{JUMBO BAG SPACEBOY DESIGN (22385)} => {JUMBO BAG RED RETROSPOT (85099B)}",0.0143148158343886,0.552016985138004,0.0259318394538347,6.51904063788139,260
"134","{JUMBO BAG RED RETROSPOT (85099B)} => {JUMBO BAG SPACEBOY DESIGN (22385)}",0.0143148158343886,0.169050715214564,0.0846776413588064,6.51904063788139,260
"135","{ROUND SNACK BOXES SET OF 4 FRUITS  (22328)} => {ROUND SNACK BOXES SET OF4 WOODLAND  (22326)}",0.0142047018664318,0.568281938325991,0.0249958707262016,17.9507910362,258
"136","{ROUND SNACK BOXES SET OF4 WOODLAND  (22326)} => {ROUND SNACK BOXES SET OF 4 FRUITS  (22328)}",0.0142047018664318,0.448695652173913,0.0316577657875902,17.9507910362,258
"137","{RECIPE BOX RETROSPOT  (22667)} => {RECIPE BOX PANTRY YELLOW DESIGN (22666)}",0.0108462258437483,0.459207459207459,0.0236194461267412,10.2843219255056,197
"138","{RECIPE BOX PANTRY YELLOW DESIGN (22666)} => {RECIPE BOX RETROSPOT  (22667)}",0.0108462258437483,0.242909987669544,0.0446512140064967,10.2843219255056,197
"139","{JUMBO STORAGE BAG SKULLS (21930)} => {JUMBO BAG PINK POLKADOT (22386)}",0.011341738699554,0.437367303609342,0.0259318394538347,9.43456334377254,206
"140","{JUMBO BAG PINK POLKADOT (22386)} => {JUMBO STORAGE BAG SKULLS (21930)}",0.011341738699554,0.244655581947743,0.0463579805098277,9.43456334377254,206
"141","{JUMBO STORAGE BAG SKULLS (21930)} => {JUMBO STORAGE BAG SUKI (21931)}",0.0107361118757914,0.414012738853503,0.0259318394538347,9.92046619498177,195
"142","{JUMBO STORAGE BAG SUKI (21931)} => {JUMBO STORAGE BAG SKULLS (21930)}",0.0107361118757914,0.257255936675462,0.0417331938556406,9.92046619498177,195
"143","{JUMBO STORAGE BAG SKULLS (21930)} => {LUNCH BAG  BLACK SKULL. (20727)}",0.0101304850520288,0.390658174097665,0.0259318394538347,6.85557914602501,184
"144","{LUNCH BAG  BLACK SKULL. (20727)} => {JUMBO STORAGE BAG SKULLS (21930)}",0.0101304850520288,0.177777777777778,0.0569839784176623,6.85557914602501,184
"145","{JUMBO STORAGE BAG SKULLS (21930)} => {JUMBO BAG RED RETROSPOT (85099B)}",0.0129383912349282,0.498938428874735,0.0259318394538347,5.89220980731587,235
"146","{JUMBO BAG RED RETROSPOT (85099B)} => {JUMBO STORAGE BAG SKULLS (21930)}",0.0129383912349282,0.152795838751626,0.0846776413588064,5.89220980731587,235
"147","{JUMBO BAG WOODLAND ANIMALS (20712)} => {JUMBO BAG PINK POLKADOT (22386)}",0.010681054891813,0.39917695473251,0.026757694213511,8.61074944038787,194
"148","{JUMBO BAG PINK POLKADOT (22386)} => {JUMBO BAG WOODLAND ANIMALS (20712)}",0.010681054891813,0.230403800475059,0.0463579805098277,8.61074944038787,194
"149","{JUMBO BAG WOODLAND ANIMALS (20712)} => {JUMBO BAG RED RETROSPOT (85099B)}",0.0140395309144965,0.524691358024691,0.026757694213511,6.19633883992358,255
"150","{JUMBO BAG RED RETROSPOT (85099B)} => {JUMBO BAG WOODLAND ANIMALS (20712)}",0.0140395309144965,0.165799739921977,0.0846776413588064,6.19633883992358,255
"151","{PINK REGENCY TEACUP AND SAUCER (22698)} => {GREEN REGENCY TEACUP AND SAUCER (22697)}",0.0241700159665254,0.820560747663551,0.0294554864284534,21.8211491358903,439
